"student_id";"date";"attendence"
2;"2024-01-09";"A"
2;"2024-01-10";"P"
2;"2024-01-11";"P"
2;"2024-01-12";"P"
2;"2024-01-13";"P"
2;"2024-01-14";"A"
2;"2024-01-15";"P"
2;"2024-01-16";"A"
2;"2024-01-17";"A"
2;"2024-01-18";"P"
2;"2024-01-19";"A"
2;"2024-01-20";"P"
2;"2024-01-21";"A"
2;"2024-01-22";"P"
2;"2024-01-23";"A"
2;"2024-01-24";"A"
2;"2024-01-25";"P"
2;"2024-01-26";"A"
2;"2024-01-27";"A"
2;"2024-01-28";"A"
2;"2024-01-29";"P"
2;"2024-01-30";"P"
2;"2024-01-31";"P"
2;"2024-02-01";"P"
2;"2024-02-02";"P"
2;"2024-02-03";"A"
2;"2024-02-04";"A"
2;"2024-02-05";"A"
2;"2024-02-06";"P"
2;"2024-02-07";"P"
2;"2024-02-08";"P"
2;"2024-02-09";"A"
2;"2024-02-10";"P"
2;"2024-02-11";"A"
2;"2024-02-12";"P"
2;"2024-02-13";"P"
2;"2024-02-14";"P"
2;"2024-02-15";"P"
2;"2024-02-16";"A"
2;"2024-02-17";"P"
2;"2024-02-18";"A"
2;"2024-02-19";"A"
2;"2024-02-20";"P"
2;"2024-02-21";"A"
2;"2024-02-22";"P"
2;"2024-02-23";"A"
2;"2024-02-24";"P"
2;"2024-02-25";"A"
2;"2024-02-26";"A"
2;"2024-02-27";"P"
2;"2024-02-28";"A"
2;"2024-02-29";"A"
3;"2023-12-01";"A"
3;"2023-12-02";"P"
3;"2023-12-03";"A"
3;"2023-12-04";"P"
3;"2023-12-05";"A"
3;"2023-12-06";"P"
3;"2023-12-07";"P"
3;"2023-12-08";"P"
3;"2023-12-09";"A"
3;"2023-12-10";"P"
3;"2023-12-11";"A"
3;"2023-12-12";"P"
3;"2023-12-13";"A"
3;"2023-12-14";"P"
3;"2023-12-15";"A"
3;"2023-12-16";"A"
3;"2023-12-17";"P"
3;"2023-12-18";"A"
3;"2023-12-19";"P"
3;"2023-12-20";"A"
3;"2023-12-21";"A"
3;"2023-12-22";"A"
3;"2023-12-23";"A"
3;"2023-12-24";"A"
3;"2023-12-25";"P"
3;"2023-12-26";"P"
3;"2023-12-27";"A"
3;"2023-12-28";"P"
3;"2023-12-29";"A"
3;"2023-12-30";"A"
3;"2023-12-31";"A"
3;"2024-01-01";"A"
3;"2024-01-02";"P"
3;"2024-01-03";"A"
3;"2024-01-04";"P"
3;"2024-01-05";"A"
3;"2024-01-06";"P"
3;"2024-01-07";"a"
3;"2024-01-08";"a"
3;"2024-01-09";"A"
3;"2024-01-10";"a"
3;"2024-01-11";"A"
3;"2024-01-12";"P"
3;"2024-01-13";"A"
3;"2024-01-14";"P"
3;"2024-01-15";"A"
3;"2024-01-16";"A"
3;"2024-01-17";"P"
3;"2024-01-18";"A"
3;"2024-01-19";"P"
3;"2024-01-20";"A"
3;"2024-01-21";"A"
3;"2024-01-22";"A"
3;"2024-01-23";"A"
3;"2024-01-24";"A"
3;"2024-01-25";"P"
3;"2024-01-26";"P"
3;"2024-01-27";"A"
3;"2024-01-28";"P"
3;"2024-01-29";"A"
3;"2024-01-30";"A"
3;"2024-01-31";"A"
3;"2024-02-01";"A"
3;"2024-02-02";"P"
3;"2024-02-03";"P"
3;"2024-02-04";"P"
3;"2024-02-05";"A"
3;"2024-02-06";"P"
3;"2024-02-07";"A"
3;"2024-02-08";"P"
3;"2024-02-09";"A"
3;"2024-02-10";"P"
3;"2024-02-11";"P"
3;"2024-02-12";"P"
3;"2024-02-13";"A"
3;"2024-02-14";"P"
3;"2024-02-15";"A"
3;"2024-02-16";"P"
3;"2024-02-17";"A"
3;"2024-02-18";"P"
3;"2024-02-19";"A"
3;"2024-02-20";"A"
3;"2024-02-21";"P"
3;"2024-02-22";"A"
3;"2024-02-23";"P"
3;"2024-02-24";"A"
3;"2024-02-25";"A"
3;"2024-02-26";"A"
3;"2024-02-27";"A"
3;"2024-02-28";"A"
3;"2024-02-29";"P"
4;"2023-12-01";"A"
4;"2023-12-02";"P"
4;"2023-12-03";"A"
4;"2023-12-04";"A"
4;"2023-12-05";"A"
4;"2023-12-06";"A"
4;"2023-12-07";"P"
4;"2023-12-08";"P"
4;"2023-12-09";"A"
4;"2023-12-10";"A"
4;"2023-12-11";"A"
4;"2023-12-12";"P"
4;"2023-12-13";"P"
4;"2023-12-14";"P"
4;"2023-12-15";"A"
4;"2023-12-16";"P"
4;"2023-12-17";"A"
4;"2023-12-18";"A"
4;"2023-12-19";"A"
4;"2023-12-20";"P"
4;"2023-12-21";"A"
4;"2023-12-22";"A"
4;"2023-12-23";"P"
4;"2023-12-24";"P"
4;"2023-12-25";"P"
4;"2023-12-26";"A"
4;"2023-12-27";"P"
4;"2023-12-28";"A"
4;"2023-12-29";"P"
4;"2023-12-30";"P"
4;"2023-12-31";"P"
4;"2024-01-01";"A"
4;"2024-01-02";"P"
4;"2024-01-03";"A"
4;"2024-01-04";"A"
4;"2024-01-05";"A"
4;"2024-01-06";"A"
4;"2024-01-07";"P"
4;"2024-01-08";"P"
4;"2024-01-09";"A"
4;"2024-01-10";"A"
4;"2024-01-11";"A"
4;"2024-01-12";"a"
4;"2024-01-13";"a"
4;"2024-01-14";"a"
4;"2024-01-15";"a"
4;"2024-01-16";"P"
4;"2024-01-17";"A"
4;"2024-01-18";"A"
4;"2024-01-19";"A"
4;"2024-01-20";"P"
4;"2024-01-21";"A"
4;"2024-01-22";"A"
4;"2024-01-23";"P"
4;"2024-01-24";"P"
4;"2024-01-25";"P"
4;"2024-01-26";"A"
4;"2024-01-27";"P"
4;"2024-01-28";"A"
4;"2024-01-29";"P"
4;"2024-01-30";"P"
4;"2024-01-31";"P"
4;"2024-02-01";"P"
4;"2024-02-02";"A"
4;"2024-02-03";"P"
4;"2024-02-04";"A"
4;"2024-02-05";"A"
4;"2024-02-06";"A"
4;"2024-02-07";"A"
4;"2024-02-08";"P"
4;"2024-02-09";"A"
4;"2024-02-10";"A"
4;"2024-02-11";"A"
4;"2024-02-12";"A"
4;"2024-02-13";"P"
4;"2024-02-14";"P"
4;"2024-02-15";"A"
4;"2024-02-16";"A"
4;"2024-02-17";"A"
4;"2024-02-18";"P"
4;"2024-02-19";"P"
4;"2024-02-20";"P"
4;"2024-02-21";"A"
4;"2024-02-22";"P"
4;"2024-02-23";"A"
4;"2024-02-24";"A"
4;"2024-02-25";"A"
4;"2024-02-26";"P"
4;"2024-02-27";"A"
4;"2024-02-28";"A"
4;"2024-02-29";"P"
5;"2023-12-01";"P"
5;"2023-12-02";"P"
5;"2023-12-03";"P"
5;"2023-12-04";"P"
5;"2023-12-05";"P"
5;"2023-12-06";"P"
5;"2023-12-07";"P"
5;"2023-12-08";"A"
5;"2023-12-09";"P"
5;"2023-12-10";"P"
5;"2023-12-11";"A"
5;"2023-12-12";"P"
5;"2023-12-13";"A"
5;"2023-12-14";"P"
5;"2023-12-15";"P"
5;"2023-12-16";"A"
5;"2023-12-17";"A"
5;"2023-12-18";"P"
5;"2023-12-19";"A"
5;"2023-12-20";"P"
5;"2023-12-21";"P"
5;"2023-12-22";"P"
5;"2023-12-23";"A"
5;"2023-12-24";"A"
5;"2023-12-25";"A"
5;"2023-12-26";"P"
5;"2023-12-27";"A"
5;"2023-12-28";"P"
5;"2023-12-29";"A"
5;"2023-12-30";"P"
5;"2023-12-31";"A"
5;"2024-01-01";"P"
5;"2024-01-02";"P"
5;"2024-01-03";"P"
5;"2024-01-04";"P"
5;"2024-01-05";"P"
5;"2024-01-06";"P"
5;"2024-01-07";"P"
5;"2024-01-08";"A"
5;"2024-01-09";"a"
5;"2024-01-10";"a"
5;"2024-01-11";"A"
5;"2024-01-12";"P"
5;"2024-01-13";"A"
5;"2024-01-14";"a"
5;"2024-01-15";"P"
5;"2024-01-16";"A"
5;"2024-01-17";"A"
5;"2024-01-18";"P"
5;"2024-01-19";"A"
5;"2024-01-20";"P"
5;"2024-01-21";"P"
5;"2024-01-22";"P"
5;"2024-01-23";"A"
5;"2024-01-24";"A"
5;"2024-01-25";"A"
5;"2024-01-26";"a"
5;"2024-01-27";"A"
5;"2024-01-28";"P"
5;"2024-01-29";"A"
5;"2024-01-30";"P"
5;"2024-01-31";"A"
5;"2024-02-01";"P"
5;"2024-02-02";"P"
5;"2024-02-03";"A"
5;"2024-02-04";"P"
5;"2024-02-05";"A"
5;"2024-02-06";"P"
5;"2024-02-07";"P"
5;"2024-02-08";"P"
5;"2024-02-09";"P"
5;"2024-02-10";"P"
5;"2024-02-11";"P"
5;"2024-02-12";"P"
5;"2024-02-13";"P"
5;"2024-02-14";"P"
5;"2024-02-15";"P"
5;"2024-02-16";"A"
5;"2024-02-17";"P"
5;"2024-02-18";"P"
5;"2024-02-19";"A"
5;"2024-02-20";"P"
5;"2024-02-21";"A"
5;"2024-02-22";"P"
5;"2024-02-23";"P"
5;"2024-02-24";"A"
5;"2024-02-25";"A"
5;"2024-02-26";"P"
5;"2024-02-27";"A"
5;"2024-02-28";"P"
5;"2024-02-29";"P"
6;"2023-12-01";"P"
6;"2023-12-02";"A"
6;"2023-12-03";"P"
6;"2023-12-04";"P"
6;"2023-12-05";"P"
6;"2023-12-06";"P"
6;"2023-12-07";"A"
6;"2023-12-08";"A"
6;"2023-12-09";"A"
6;"2023-12-10";"P"
6;"2023-12-11";"A"
6;"2023-12-12";"P"
6;"2023-12-13";"A"
6;"2023-12-14";"A"
6;"2023-12-15";"A"
6;"2023-12-16";"A"
6;"2023-12-17";"A"
6;"2023-12-18";"P"
6;"2023-12-19";"A"
6;"2023-12-20";"P"
6;"2023-12-21";"P"
6;"2023-12-22";"P"
6;"2023-12-23";"P"
6;"2023-12-24";"P"
6;"2023-12-25";"A"
6;"2023-12-26";"A"
6;"2023-12-27";"P"
6;"2023-12-28";"P"
6;"2023-12-29";"A"
6;"2023-12-30";"P"
6;"2023-12-31";"P"
6;"2024-01-01";"P"
6;"2024-01-02";"A"
6;"2024-01-03";"P"
6;"2024-01-04";"a"
6;"2024-01-05";"a"
6;"2024-01-06";"a"
6;"2024-01-07";"A"
6;"2024-01-08";"A"
6;"2024-01-09";"A"
6;"2024-01-10";"P"
6;"2024-01-11";"A"
6;"2024-01-12";"P"
6;"2024-01-13";"A"
6;"2024-01-14";"A"
6;"2024-01-15";"A"
6;"2024-01-16";"A"
6;"2024-01-17";"A"
6;"2024-01-18";"P"
6;"2024-01-19";"A"
6;"2024-01-20";"P"
6;"2024-01-21";"P"
6;"2024-01-22";"P"
6;"2024-01-23";"P"
6;"2024-01-24";"P"
6;"2024-01-25";"A"
6;"2024-01-26";"A"
6;"2024-01-27";"P"
6;"2024-01-28";"P"
6;"2024-01-29";"A"
6;"2024-01-30";"P"
6;"2024-01-31";"P"
6;"2024-02-01";"P"
6;"2024-02-02";"A"
6;"2024-02-03";"A"
6;"2024-02-04";"A"
6;"2024-02-05";"P"
6;"2024-02-06";"A"
6;"2024-02-07";"P"
6;"2024-02-08";"A"
6;"2024-02-09";"P"
6;"2024-02-10";"A"
6;"2024-02-11";"P"
6;"2024-02-12";"A"
6;"2024-02-13";"P"
6;"2024-02-14";"P"
6;"2024-02-15";"P"
6;"2024-02-16";"P"
6;"2024-02-17";"A"
6;"2024-02-18";"A"
6;"2024-02-19";"A"
6;"2024-02-20";"P"
6;"2024-02-21";"A"
6;"2024-02-22";"P"
6;"2024-02-23";"A"
6;"2024-02-24";"A"
6;"2024-02-25";"A"
6;"2024-02-26";"A"
6;"2024-02-27";"A"
6;"2024-02-28";"P"
6;"2024-02-29";"A"
7;"2023-12-01";"A"
7;"2023-12-02";"P"
7;"2023-12-03";"A"
7;"2023-12-04";"P"
7;"2023-12-05";"P"
7;"2023-12-06";"P"
7;"2023-12-07";"P"
7;"2023-12-08";"P"
7;"2023-12-09";"A"
7;"2023-12-10";"A"
7;"2023-12-11";"P"
7;"2023-12-12";"P"
7;"2023-12-13";"A"
7;"2023-12-14";"P"
7;"2023-12-15";"A"
7;"2023-12-16";"A"
7;"2023-12-17";"P"
7;"2023-12-18";"P"
7;"2023-12-19";"P"
7;"2023-12-20";"A"
7;"2023-12-21";"A"
7;"2023-12-22";"A"
7;"2023-12-23";"A"
7;"2023-12-24";"A"
7;"2023-12-25";"A"
7;"2023-12-26";"A"
7;"2023-12-27";"P"
7;"2023-12-28";"P"
7;"2023-12-29";"P"
7;"2023-12-30";"A"
7;"2023-12-31";"A"
7;"2024-01-01";"A"
7;"2024-01-02";"P"
7;"2024-01-03";"A"
7;"2024-01-04";"P"
7;"2024-01-05";"P"
7;"2024-01-06";"P"
7;"2024-01-07";"P"
7;"2024-01-08";"P"
7;"2024-01-09";"A"
7;"2024-01-10";"A"
7;"2024-01-11";"a"
7;"2024-01-12";"P"
7;"2024-01-13";"A"
7;"2024-01-14";"P"
7;"2024-01-15";"A"
7;"2024-01-16";"A"
7;"2024-01-17";"P"
7;"2024-01-18";"P"
7;"2024-01-19";"P"
7;"2024-01-20";"A"
7;"2024-01-21";"A"
7;"2024-01-22";"A"
7;"2024-01-23";"A"
7;"2024-01-24";"A"
7;"2024-01-25";"A"
7;"2024-01-26";"A"
7;"2024-01-27";"P"
7;"2024-01-28";"P"
7;"2024-01-29";"P"
7;"2024-01-30";"A"
7;"2024-01-31";"A"
7;"2024-02-01";"P"
7;"2024-02-02";"P"
7;"2024-02-03";"P"
7;"2024-02-04";"P"
7;"2024-02-05";"P"
7;"2024-02-06";"A"
7;"2024-02-07";"A"
7;"2024-02-08";"P"
7;"2024-02-09";"P"
7;"2024-02-10";"A"
7;"2024-02-11";"P"
7;"2024-02-12";"P"
7;"2024-02-13";"A"
7;"2024-02-14";"P"
7;"2024-02-15";"A"
7;"2024-02-16";"P"
7;"2024-02-17";"P"
7;"2024-02-18";"P"
7;"2024-02-19";"P"
7;"2024-02-20";"P"
7;"2024-02-21";"A"
7;"2024-02-22";"A"
7;"2024-02-23";"P"
7;"2024-02-24";"P"
7;"2024-02-25";"A"
7;"2024-02-26";"P"
7;"2024-02-27";"A"
7;"2024-02-28";"A"
7;"2024-02-29";"P"
8;"2023-12-01";"P"
8;"2023-12-02";"A"
8;"2023-12-03";"P"
8;"2023-12-04";"A"
8;"2023-12-05";"P"
8;"2023-12-06";"A"
8;"2023-12-07";"P"
8;"2023-12-08";"A"
8;"2023-12-09";"A"
8;"2023-12-10";"P"
8;"2023-12-11";"P"
8;"2023-12-12";"A"
8;"2023-12-13";"A"
8;"2023-12-14";"P"
8;"2023-12-15";"A"
8;"2023-12-16";"A"
8;"2023-12-17";"A"
8;"2023-12-18";"P"
8;"2023-12-19";"P"
8;"2023-12-20";"P"
8;"2023-12-21";"A"
8;"2023-12-22";"A"
8;"2023-12-23";"P"
8;"2023-12-24";"A"
8;"2023-12-25";"A"
8;"2023-12-26";"P"
8;"2023-12-27";"P"
8;"2023-12-28";"A"
8;"2023-12-29";"A"
8;"2023-12-30";"A"
8;"2023-12-31";"A"
8;"2024-01-01";"P"
8;"2024-01-02";"A"
8;"2024-01-03";"P"
8;"2024-01-04";"A"
8;"2024-01-05";"P"
8;"2024-01-06";"A"
8;"2024-01-07";"a"
8;"2024-01-08";"A"
8;"2024-01-09";"A"
8;"2024-01-10";"P"
8;"2024-01-11";"P"
8;"2024-01-12";"A"
8;"2024-01-13";"A"
8;"2024-01-14";"P"
8;"2024-01-15";"A"
8;"2024-01-16";"A"
8;"2024-01-17";"A"
8;"2024-01-18";"P"
8;"2024-01-19";"P"
8;"2024-01-20";"P"
8;"2024-01-21";"A"
8;"2024-01-22";"A"
8;"2024-01-23";"P"
8;"2024-01-24";"A"
8;"2024-01-25";"A"
8;"2024-01-26";"P"
8;"2024-01-27";"P"
8;"2024-01-28";"A"
8;"2024-01-29";"A"
8;"2024-01-30";"A"
8;"2024-01-31";"A"
8;"2024-02-01";"P"
8;"2024-02-02";"P"
8;"2024-02-03";"A"
8;"2024-02-04";"A"
8;"2024-02-05";"A"
8;"2024-02-06";"A"
8;"2024-02-07";"A"
8;"2024-02-08";"A"
8;"2024-02-09";"A"
8;"2024-02-10";"P"
8;"2024-02-11";"P"
8;"2024-02-12";"P"
8;"2024-02-13";"A"
8;"2024-02-14";"A"
8;"2024-02-15";"P"
8;"2024-02-16";"A"
8;"2024-02-17";"P"
8;"2024-02-18";"A"
8;"2024-02-19";"P"
8;"2024-02-20";"A"
8;"2024-02-21";"P"
8;"2024-02-22";"A"
8;"2024-02-23";"A"
8;"2024-02-24";"P"
8;"2024-02-25";"P"
8;"2024-02-26";"A"
8;"2024-02-27";"A"
8;"2024-02-28";"P"
8;"2024-02-29";"A"
9;"2023-12-01";"P"
9;"2023-12-02";"A"
9;"2023-12-03";"P"
9;"2023-12-04";"P"
9;"2023-12-05";"P"
9;"2023-12-06";"A"
9;"2023-12-07";"A"
9;"2023-12-08";"P"
9;"2023-12-09";"A"
9;"2023-12-10";"A"
9;"2023-12-11";"A"
9;"2023-12-12";"A"
9;"2023-12-13";"A"
9;"2023-12-14";"P"
9;"2023-12-15";"A"
9;"2023-12-16";"A"
9;"2023-12-17";"A"
9;"2023-12-18";"A"
9;"2023-12-19";"A"
9;"2023-12-20";"P"
9;"2023-12-21";"A"
9;"2023-12-22";"A"
9;"2023-12-23";"A"
9;"2023-12-24";"A"
9;"2023-12-25";"A"
9;"2023-12-26";"P"
9;"2023-12-27";"P"
9;"2023-12-28";"A"
9;"2023-12-29";"A"
9;"2023-12-30";"P"
9;"2023-12-31";"P"
9;"2024-01-01";"P"
9;"2024-01-02";"A"
9;"2024-01-03";"P"
9;"2024-01-04";"P"
9;"2024-01-05";"P"
9;"2024-01-06";"A"
9;"2024-01-07";"A"
9;"2024-01-08";"P"
9;"2024-01-09";"A"
9;"2024-01-10";"A"
9;"2024-01-11";"A"
9;"2024-01-12";"A"
9;"2024-01-13";"A"
9;"2024-01-14";"P"
9;"2024-01-15";"A"
9;"2024-01-16";"A"
9;"2024-01-17";"A"
9;"2024-01-18";"A"
9;"2024-01-19";"A"
9;"2024-01-20";"P"
9;"2024-01-21";"A"
9;"2024-01-22";"A"
9;"2024-01-23";"A"
9;"2024-01-24";"A"
9;"2024-01-25";"A"
9;"2024-01-26";"P"
9;"2024-01-27";"P"
9;"2024-01-28";"A"
9;"2024-01-29";"A"
9;"2024-01-30";"P"
9;"2024-01-31";"P"
9;"2024-02-01";"A"
9;"2024-02-02";"A"
9;"2024-02-03";"P"
9;"2024-02-04";"P"
9;"2024-02-05";"P"
9;"2024-02-06";"A"
9;"2024-02-07";"A"
9;"2024-02-08";"P"
9;"2024-02-09";"A"
9;"2024-02-10";"A"
9;"2024-02-11";"P"
9;"2024-02-12";"P"
9;"2024-02-13";"A"
9;"2024-02-14";"A"
9;"2024-02-15";"A"
9;"2024-02-16";"A"
9;"2024-02-17";"P"
9;"2024-02-18";"A"
9;"2024-02-19";"P"
9;"2024-02-20";"P"
9;"2024-02-21";"P"
9;"2024-02-22";"A"
9;"2024-02-23";"A"
9;"2024-02-24";"P"
9;"2024-02-25";"A"
9;"2024-02-26";"A"
9;"2024-02-27";"A"
9;"2024-02-28";"A"
9;"2024-02-29";"A"
10;"2023-12-01";"P"
10;"2023-12-02";"P"
10;"2023-12-03";"A"
10;"2023-12-04";"P"
10;"2023-12-05";"A"
10;"2023-12-06";"A"
10;"2023-12-07";"P"
10;"2023-12-08";"P"
10;"2023-12-09";"P"
10;"2023-12-10";"P"
10;"2023-12-11";"A"
10;"2023-12-12";"P"
10;"2023-12-13";"P"
10;"2023-12-14";"P"
10;"2023-12-15";"A"
10;"2023-12-16";"A"
10;"2023-12-17";"P"
10;"2023-12-18";"A"
10;"2023-12-19";"A"
10;"2023-12-20";"A"
10;"2023-12-21";"A"
10;"2023-12-22";"A"
10;"2023-12-23";"A"
10;"2023-12-24";"A"
10;"2023-12-25";"A"
10;"2023-12-26";"A"
10;"2023-12-27";"P"
10;"2023-12-28";"P"
10;"2023-12-29";"A"
10;"2023-12-30";"P"
10;"2023-12-31";"A"
10;"2024-01-01";"P"
10;"2024-01-02";"P"
10;"2024-01-03";"A"
10;"2024-01-04";"P"
10;"2024-01-05";"A"
10;"2024-01-06";"A"
10;"2024-01-07";"P"
10;"2024-01-08";"P"
10;"2024-01-09";"P"
10;"2024-01-10";"P"
10;"2024-01-11";"A"
10;"2024-01-12";"P"
10;"2024-01-13";"P"
10;"2024-01-14";"P"
10;"2024-01-15";"A"
10;"2024-01-16";"A"
10;"2024-01-17";"P"
10;"2024-01-18";"A"
10;"2024-01-19";"A"
10;"2024-01-20";"A"
10;"2024-01-21";"A"
10;"2024-01-22";"A"
10;"2024-01-23";"A"
10;"2024-01-24";"A"
10;"2024-01-25";"A"
10;"2024-01-26";"A"
10;"2024-01-27";"P"
10;"2024-01-28";"P"
10;"2024-01-29";"A"
10;"2024-01-30";"P"
10;"2024-01-31";"A"
10;"2024-02-01";"P"
10;"2024-02-02";"A"
10;"2024-02-03";"A"
10;"2024-02-04";"A"
10;"2024-02-05";"A"
10;"2024-02-06";"A"
10;"2024-02-07";"P"
10;"2024-02-08";"A"
10;"2024-02-09";"A"
10;"2024-02-10";"A"
10;"2024-02-11";"A"
10;"2024-02-12";"A"
10;"2024-02-13";"P"
10;"2024-02-14";"P"
10;"2024-02-15";"A"
10;"2024-02-16";"A"
10;"2024-02-17";"P"
10;"2024-02-18";"P"
10;"2024-02-19";"P"
10;"2024-02-20";"P"
10;"2024-02-21";"A"
10;"2024-02-22";"P"
10;"2024-02-23";"A"
10;"2024-02-24";"A"
10;"2024-02-25";"P"
10;"2024-02-26";"P"
10;"2024-02-27";"P"
10;"2024-02-28";"P"
10;"2024-02-29";"A"
11;"2023-12-01";"P"
11;"2023-12-02";"A"
11;"2023-12-03";"A"
11;"2023-12-04";"A"
11;"2023-12-05";"P"
11;"2023-12-06";"P"
11;"2023-12-07";"A"
11;"2023-12-08";"A"
11;"2023-12-09";"A"
11;"2023-12-10";"P"
11;"2023-12-11";"A"
11;"2023-12-12";"P"
11;"2023-12-13";"P"
11;"2023-12-14";"A"
11;"2023-12-15";"P"
11;"2023-12-16";"P"
11;"2023-12-17";"P"
11;"2023-12-18";"P"
11;"2023-12-19";"P"
11;"2023-12-20";"A"
11;"2023-12-21";"P"
11;"2023-12-22";"P"
11;"2023-12-23";"A"
11;"2023-12-24";"P"
11;"2023-12-25";"P"
11;"2023-12-26";"A"
11;"2023-12-27";"P"
11;"2023-12-28";"A"
11;"2023-12-29";"A"
11;"2023-12-30";"A"
11;"2023-12-31";"A"
11;"2024-01-01";"P"
11;"2024-01-02";"A"
11;"2024-01-03";"A"
11;"2024-01-04";"A"
11;"2024-01-05";"P"
11;"2024-01-06";"P"
11;"2024-01-07";"A"
11;"2024-01-08";"A"
11;"2024-01-09";"A"
11;"2024-01-10";"P"
11;"2024-01-11";"A"
11;"2024-01-12";"a"
11;"2024-01-13";"P"
11;"2024-01-14";"A"
11;"2024-01-15";"P"
11;"2024-01-16";"P"
11;"2024-01-17";"P"
11;"2024-01-18";"P"
11;"2024-01-19";"P"
11;"2024-01-20";"A"
11;"2024-01-21";"P"
11;"2024-01-22";"a"
11;"2024-01-23";"A"
11;"2024-01-24";"P"
11;"2024-01-25";"P"
11;"2024-01-26";"A"
11;"2024-01-27";"P"
11;"2024-01-28";"A"
11;"2024-01-29";"A"
11;"2024-01-30";"A"
11;"2024-01-31";"A"
11;"2024-02-01";"P"
11;"2024-02-02";"P"
11;"2024-02-03";"P"
11;"2024-02-04";"A"
11;"2024-02-05";"A"
11;"2024-02-06";"P"
11;"2024-02-07";"A"
11;"2024-02-08";"A"
11;"2024-02-09";"A"
11;"2024-02-10";"A"
11;"2024-02-11";"A"
11;"2024-02-12";"A"
11;"2024-02-13";"A"
11;"2024-02-14";"A"
11;"2024-02-15";"A"
11;"2024-02-16";"P"
11;"2024-02-17";"P"
11;"2024-02-18";"A"
11;"2024-02-19";"P"
11;"2024-02-20";"A"
11;"2024-02-21";"P"
11;"2024-02-22";"A"
11;"2024-02-23";"A"
11;"2024-02-24";"A"
11;"2024-02-25";"P"
11;"2024-02-26";"P"
